"title","url","name"
"Thought this would be silly, but it's wise: ""@tirishwise: How to Keep Your Marriage Healthy - http://t.co/xuOxqNAk9N http://t.co/8nLfsanBQ6""","499428993435992064","Marriage"
"@_YungJae what marriage","499428983986200577","Marriage"
"RT @KenMac55: ICYMI: Judge Upholds State’s Authority to Define Marriage as Union of Man, Woman http://t.co/aImulZ8BYT via @RyanT_Anderson @…","499428966458212353","Marriage"
"""The intense overloaded drama sequence
in Maharana Pratap show is soon gonna
end with the marriage of Pratap and... http://t.co/YFMyLLkoWa","499428939199414272","Marriage"
"@Christina_Loren This is for Juan...does she wake up looking camera ready? Congrats on your marriage. All my best wishes 2 u 2.","499428928214155264","Marriage"
"#DIDYOUMISS: Why I’m Not Ready For Marriage – Singer Chidinma   http://t.co/KpvHhxmO0c #JOIN-BBM-CHANNEL-*C0044B2BC*","499428906156707840","Marriage"
"18🌸 chipotle or marriage ?","499428862678548480","Marriage"
"FYI marriage means you're a unit- you hurt 1, you hurt BOTH. When you attack stine youre attacking @timstinks. He's handling like a CHAMP","499428823612407809","Marriage"
"@almightyj98_  you never understand! That's why your marriage is on the rocks now http://t.co/932WGIp8Uo","499428820479643648","Marriage"
"I remember when I saw RV for the 1st time and I saw Bob and Casey talking about marriage when Casey gets older #RIPRobinWilliams I cried.😭","499428820135714816","Marriage"
"RT @WeddingCatcher: Marriage means becoming a team http://t.co/KouxFpcECi","499428805917048832","Marriage"
"RT @cl425: My  diamond was forever; my marriage fugacious. #artwiculate","499428768734511104","Marriage"
"I'm watching svu and they're talking bout gay marriage","499428768570544130","Marriage"
"@iamnickdolan Cameron's Fireproof is probably a great move about marriage.","499428752133488640","Marriage"
"To all concerned about @ChristineBB16's marriage, where is the rage for Derrick &amp; his emotional affair w Vicsnoria? #worse #BBAD #BB16","499428726950883328","Marriage"
"@MarioCXMoore I understand the urge fam. Been a year for myself as well. But gotta think about the significance of sex in marriage","499428722605588480","Marriage"
"10 Things I Hate About Marriage Inequality #1: I can't marry the man I love http://t.co/3bmtdwuTEI Because what other reason do I need?","499428693454778368","Marriage"
"RT @timstinks: @64Shar hella true. i'm not worried about our marriage one little bit- even with all the cuddlin.","499428666481577984","Marriage"
"RT @brainpickings: Charity and Sylvia – the remarkable story of two women who married each other in 1803 http://t.co/LaRebUFqE1 http://t.co…","499428657770029056","Marriage"
"@iFaridoon  i'm Alive from jaipur ' why she hide her marriage from media ? 
# talking fiilms Rani","499428653776642048","Marriage"
"Omg. Couple next to me is meeting for the first time, arranged marriage set up. With girls didi to supervise.","499428622067703808","Marriage"
"""First comes love, then comes marriage and THEN a baby""..Words that people apparently didn't take into consideration. #goodolenurseryrhyme","499428589603799041","Marriage"
"@iFaridoon marriage congrats your widding of aditya my question is how do you work with your husband? Rawan,Saudi arabia #TalkingFilmsRani","499428567608881152","Marriage"
"""@IntThings: Gay marriage is legal in '6' states. Having sex with a horse is legal in '23'. Smh America."" what the???","499428553797029890","Marriage"
"Marriage license-again, Flower shop, meet with the DJ, meet with our venue PICK UP MY DRESS😍 trips to hobby lobby/michaels..So much to do!","499428505583894528","Marriage"
"I view a serious romantic relationship as a sacred bond between two people but a marriage as a business endeavor.","499428505252544513","Marriage"
"@iMaanthaa That's it. They may be friends with benefits. Why marriage has to come in between.","499428459236429824","Marriage"
"Talking about marriage is scary /exciting with The Right person","499428434041663488","Marriage"
"RT @elliotadway35: 1st marriage will be my only marriage..","499428433684733954","Marriage"
"This Ruger battle wound healed very ugly. 😒😩 messed up my marriage hand 😂","499428415716741120","Marriage"
"“@lexlache: my favorite http://t.co/NwcJNABK5k”

a bitch this bad deserves me on my knees begging for a marriage 😰💕","499428413229502464","Marriage"
"@Zwelinzima1 If a marriage doesn't experience storms, it is built on an unreal foundation","499428382934048768","Marriage"
"Keyshia Cole Stops By The Breakfast Club &amp;amp; Talks New Album, Estranged Marriage &amp;amp; More -... http://t.co/2hdrkrARz4","499428381541163008","Marriage"
"AT LEASY MY DADDY HAD A SUCCESSFUL MARRIAGE UNLIKE URS AMY. U GOT FUCKING 10 MOTHERS http://t.co/DKliCv6NRQ","499428356358930432","Marriage"
"Facebook marriage?","499428353401577472","Marriage"
"@_ginga_ninja23 IT IS 100% NOT AN OPEN MARRIAGE","499428306958426112","Marriage"
"RT  Non-Jewish partners in gay marriage are now entitled to make aliya - Jerusalem Post","499428300901466112","Marriage"
"RT @AdamZiqry: Umur 20 ke atas bukan lagi masa untuk
""cinta monyet"".At this age it is a serious
matter,cause another 5-6 years it will end
…","499428285302849537","Marriage"
"Don't Stop Having Sex, And Other Marriage Tips From Divorcees http://t.co/6yBIzNRfHd","499428256534102016","Marriage"
"Happy Anniversary to the love of my life! #marriage #anniversary #3years #husband #wife #ido #wedding… http://t.co/BNu1V5rPsb","499428245968678912","Marriage"
"RT @jennirains: The night of my life.            #Repost from @therealkramer Marriage Proposal onstage at Outside… http://t.co/dFWid4xdrI","499428245759340544","Marriage"
"'Marriage cannot take place without naagin dance ''
- Hindu Marriage Act 1955.","499428220799025152","Marriage"
"""Same axe marriage"" yes thanks autocorrect that's what I was trying to type, got to get on those lumberjack weddings","499428210413535235","Marriage"
"Temple marriage is my goal. I'm not settling anymore! #mormonandproud","499428182714765312","Marriage"
"Just imagine having an arranged marriage, now that would suck 😳","499428177757077504","Marriage"
"@homomotarou *_* this is my sidebar picture http://t.co/xbO3L1Yezc (also platina wears two family rings PASSED DOWN FOR MARRIAGE so shhhh)","499428167468081152","Marriage"
"@daniogden I thought it was an open marriage 🙈","499428150624137216","Marriage"
"#women its really very simple. The only thing your #husband wants is to make you #happy http://t.co/x9sDngXBO6  #marriage #parenting #sahm","499428074488754177","Marriage"
"@guskenworthy has it right: obviously. Girls don't fart. At least until marriage.","499428063542005761","Marriage"
"RT @tirishwise: ""Marriage is the triumph of imagination over intelligence. Second marriage is the triumph of hope over experience.""
(Oscar …","499428032114073601","Marriage"
"Heteroclite marriage videography patterns in consideration of wonting in virtue of the concerted advantage: tZYGP","499428010072625152","Marriage"
"posted ""Chapter Twenty Three"" of my story ""Arranged Marriage With Mr. Heart Breaker - JhaBea FanFic"". http://t.co/Qn6VFXa4My
@laarniTW15","499427998747983872","Marriage"
"RT @sandral122: “@truegirIsmsgs: My first marriage will be my only marriage. 👌”","499427986895298560","Marriage"
"""@soompi: Lee Kwang Soo Makes a Great Uncle on the Set of “It’s Okay, It’s Love” http://t.co/i0GaLyHdXe… http://t.co/ODqkuAH4qX""","499427967588503552","Marriage"
"@Coach_Thumper but that's what THEY want..I was saying that ""we"" as a black race don't take marriage as serious &amp; it ISSS important","499427948806819841","Marriage"
"Marriage does somethings to people! Thanks @Megan_Carter_","499427918310031361","Marriage"
"Why am I thinking about marriage 😭","499427903604805633","Marriage"
"+91 9694510151 inter cast marriage specialist in norway http://t.co/VGI8Vh2VK2 http://t.co/spd3IiY3SJ #norway","499427884734230528","Marriage"
"What are your thoughts on interracial marriage? — I was asked this exact same question awhile ago dayum http://t.co/abkxrAu63h","499427865562472449","Marriage"
"RT @soompi: Lee Ji Ah Reveals that She Hid Her Marriage with Seo Taiji from Her Parents for Seven Years http://t.co/q0Hu1Jbr1H http://t.co/…","499427858356248576","Marriage"
"our marriage is strong &amp; we can and will overcome every obstacle that is thrown or way","499427820243013632","Marriage"
"RT @aleliakjackson: too many people are allowing others to push them into marriage","499427809929207808","Marriage"
"Why Sex After Marriage Sucks http://t.co/QWhXZaqU4j","499427797153357824","Marriage"
"Dudes, your marriage is directly linked to your spiritual growth.","499427765322383360","Marriage"
"@Steele131 decade of marriage before the anniversary edition of age of Ultron","499427764232269824","Marriage"
"Wit is the sudden marriage of ideas which before their union were not perceived to have any relation. ― Mark Twain","499427762377990145","Marriage"
"RT @kaitlyngiselles: before marriage.. http://t.co/IL4AF6neXF","499427760314793984","Marriage"
"1st marriage will be my only marriage..","499427756854091776","Marriage"
"RT @GospelToday: Natural Marriage is a Lifelong Commitment including to your kidnapper or rapist, so says the bible. #atheist #atheism","499427738848354304","Marriage"
".@Tyga calls off his marriage with his baby mama Blac Chyna. http://t.co/D4l1pipEjz","499427684381114370","Marriage"
"[HHW EXCLUSIVE] Tiny Explains Floyd Mayweather Red Carpet “Snub,” G  http://t.co/12SahOHeTd
  #bet #floydmayweather http://t.co/pEYdIMvlf1","499427676487028737","Marriage"
"Each partner should carry his/her own share of responsibility, whatever happens. Marriage cannot be the responsibility of just one partner.","499427675631788032","Marriage"
"[HHW EXCLUSIVE] Tiny Explains Floyd Mayweather Red Carpet “Snub,” G  http://t.co/87r5T2txqa
  #bet #floydmayweather http://t.co/nhFHnhIRD7","499427670887645184","Marriage"
"RT @nursburseln: @visithra @twt_malaysia but in local context, I'd think that many Gen X give birth to Gen Y since marriage is early in dev…","499427665611612160","Marriage"
"Mr &amp; Mrs Marriage Vow Renewal
Sunday 17th August 2014, 10am. http://t.co/I78ZQ1tdYP","499427639967248385","Marriage"
"#Tennessee Marriage Case Heard by Appeals Court -  starting with Fox 17 This Morning at 4:30am and News at... http://t.co/J3ecNkUjhQ","499427631998070784","Marriage"
"RT @SharonCaseFan: @GarbageFan98 @THEBEST110985 me too. Love Amber. Maybe she could create drama for Caroline and Rick's marriage.","499427593796321280","Marriage"
"RT @MasqRev: A compelling drama of marriage, family and war. http://t.co/dm7jUpOquO via @BeingJules","499427582056865792","Marriage"
"@junqins i watch all three atm!!! marriage not dating is my fave drama i cry","499427555058139136","Marriage"
"7 Dumbest Marriage Proposals Of All Time? http://t.co/Ex5886afhE","499427547566702592","Marriage"
"RT @Woahfrogg: Why do they teach girls to aspire to marriage and don't teach boys the same","499427530257223680","Marriage"
"@kaliahimanshu he can??  Hilarious. Try try. Ran away from marriage and came back for elections !!","499427525592772608","Marriage"
"Marriage by the age of 26 or 27.","499427514276929536","Marriage"
"marriage equality talk may have brought more attention to queer causes but trans people have worked hard to get themselves heard and seen","499427512464969728","Marriage"
"10 facts about infidelity http://t.co/OSLp5KpxKu straight couples have affairs! Marriage isn't sacred to those who divorce!","499427510359035904","Marriage"
"RT @x_ReggieCole: Mimi was so fixated on finding Stevie J &amp; Joseline marriage certificate she forgot about Nikko's😂😭🐸☕️ #LHHATL","499427488372903936","Marriage"
"First comes love,
Then comes marriage,
Then everybody get up, it's time to slam now, we got a real jam goin down welcome to the space jam","499427479493148673","Marriage"
"“@IntThings: Gay marriage is legal in '6' states. Having sex with a horse is legal in '23'. Smh America.” Lmfao. The states for ya","499427444651474944","Marriage"
"Then you can think about marriage, kids, the rest of your damn life.","499427432655749120","Marriage"
"(Video) Kim Kardashian Talks Marriage With Kanye, North West, Her Selfie Book &amp; More On The ‘Today Show’: Mrs.... http://t.co/VieS9RsSA0","499427423000096768","Marriage"
"@funkmasterflex (Video) Kim Kardashian Talks Marriage With Kanye, North West, Her Selfie Book &amp; More On ... http://t.co/VieS9RsSA0 #IFWT","499427418197590017","Marriage"
"RT @pinknews: Australia: 8-year-old writing to Tony Abbot every day to ask for equal marriage http://t.co/ZCkG08rG5I","499427417489154049","Marriage"
"Not cheating, not a side nigga, bitch was hiding a WHOLE MARRIAGE, shit was wild... I poured gas on her and burned her though.","499427403970932736","Marriage"
"@unveiledwife I am putting on the full armor of God for my marriage. #WifeAfterGod","499427398933159936","Marriage"
"“@truegirIsmsgs: My first marriage will be my only marriage. 👌”","499427391299940353","Marriage"
"Mak mertua pon kena layan mcm mak kita. Sbb dia mak suami. You dont wanna mess with her unless you want your marriage to be damned.","499427384810954753","Marriage"
"@ScottDykzeul Let's have a sham marriage.","499427359393447936","Marriage"
"RT @GetUp: Thanks to everyone who came down today! Manly boys give @TonyAbbottMHR a bold proposal: http://t.co/jDfTrxRU8l #marriageequality","499427351818534912","Marriage"
"[NEWS]
 
@Akon Says ""The Jay-Z &amp; @Beyonce Marriage Is Business"" [Video] 
 
http://t.co/hTGJHNBQXt","499427319103373312","Marriage"
"don't think the whole marriage family thing is for me, my trust too fucked up","499427309238382592","Marriage"
"I want my first marriage to be my only marriage ✊💯💍","499427297443991552","Marriage"
"""@IggyPapa: I'm sorry but marriage ain't in my syllabus for another good 10 years."" thats hella late in my opinion dude","499427262958419968","Marriage"
"Target signs on to support marriage equality in 7th Circuit Court appeal ..RandyReport GayIssues http://t.co/QfU79zTsGE","499427214320873473","Marriage"
"Everyone join us 9 am Harrison and 11 am Hancock for We Do to support marriage registration at chancery clerk office.","499427199410503680","Marriage"
"A compelling drama of marriage, family and war. http://t.co/dm7jUpOquO via @BeingJules","499427192267218946","Marriage"
"RT @yuppieskum: RT @RightWingWatch: New @lsqnews report found that TX anti-gay leader is divorced, ex-wife left him for another woman http:…","499427165780193280","Marriage"
"@TevinArthur @timstinks when the ENTIRE world can see your disrespect of your marriage, it's not a game. He says that bc he's humiliated","499427155882016768","Marriage"
"RT @Douxxe: A long marriage isn't necessarily a happy one. That a couple is still together doesn't mean the relationship is working.","499427149028556800","Marriage"
"@ata_dizdar @NevAriJason Thereafter, expansion teams were promoted into J2 from JFL. When J2 got full, pro/rel between J2/JFL started.","499435035464712192","New job/Promotion"
"why do I see promoted tweets for yik yak ever 14 seconds like there's a reason I never got the app swerve😎😎😎","499427983892185088","New job/Promotion"
"How exciting I just got informed I might get promoted at my second job! Now it's going to be double responsibility.","499427519289102336","New job/Promotion"
"my ultimate yt crushes kian n sam promoted it when it first got started #HowIFoundO2L","499427512649523200","New job/Promotion"
"Wish I was at the Dilated show 😿
But I'm getting promoted so I got to be all rested up. To do big boy things got to make big boy decisions.","499426317016645632","New job/Promotion"
"RT @connorftmurphy: #HowIFoundO2L my sister was watching troye and then she found connor and then i got obsessed and he promoted his o2l vi…","499419893423685632","New job/Promotion"
"#HowIFoundO2L my sister was watching troye and then she found connor and then i got obsessed and he promoted his o2l vid and i got sucked in","499418027386236928","New job/Promotion"
"It's sad how my store ober promoted chicken fries and we were sold out by the time I got there. http://t.co/PELHiDZD0p","499416193825271808","New job/Promotion"
"I got told ima get promoted 😭💕👏","499409485123702784","New job/Promotion"
"RT @Masturb4tor: Thanks for 1k followers &amp; all the congratulations I got when I was promoted to val leader you guys are all beasts propa bi…","499408755763986432","New job/Promotion"
"Thanks for 1k followers &amp; all the congratulations I got when I was promoted to val leader you guys are all beasts propa biblical night lads!","499408159715622912","New job/Promotion"
"Soon they'll promoted RT @Hatethizer: I've got no qualification buh I've got 5 years experience in (cont) http://t.co/njHRqi5U6V","499395124636696576","New job/Promotion"
"Got a free deck today. Got some dope ass art. Promoted this weekend move. Good day.","499391855684227072","New job/Promotion"
"@HannahETweets I got a promoted tweet about a new one being released soon how exciting.","499388200721203200","New job/Promotion"
"something happens to the Queen .. the Princess gets promoted ... why you think niggas got hoes ?","499385105346207746","New job/Promotion"
"@Flight_19 They've promoted every round of the tournament. I've got the press releases and seen the tweets to prove it.","499374602825793536","New job/Promotion"
"@JeremyWGR the next tweet I got is a promoted tweet for ""Texas tourism"".","499373799004176384","New job/Promotion"
"RT @SpeedReads: Behold, the great idea that got a 'Game of Thrones' production assistant promoted to writer: http://t.co/P43ASyX62b http://…","499372692659638272","New job/Promotion"
"Behold, the great idea that got a 'Game of Thrones' production assistant promoted to writer: http://t.co/P43ASyX62b http://t.co/LP5Hk5h0Sx","499372519036444673","New job/Promotion"
"woah fuck, Clinton Jones got super promoted. FbI white collar division to some kind of intergalactic police","499372147954171904","New job/Promotion"
"So come to find out it was a list going around on who gettin promoted at da gig nd my name wasnt on dat mf look who got da last laugh 😂😭😂","499365692433764353","New job/Promotion"
"Find out who got hired, honored or promoted in Hawaii --&gt; http://t.co/424oVqVuTe","499363104955043840","New job/Promotion"
"@i_got_the_key Peewee Longway w/ Young Thug in @MONEYSTACKZZRME [New Music Video] - 36 http://t.co/OF3qkB6p3z promoted via @getemtrav","499361008062705664","New job/Promotion"
"RT @Ellington_Chick: HMUOY was the most promoted song and got the least number of rt's

OK","499356850425315328","New job/Promotion"
"""@Ellington_Chick: HMUOY was the most promoted song and got the least number of rt's

OK""I rted them all but hmuoy lmao","499356706875645952","New job/Promotion"
"HMUOY was the most promoted song and got the least number of rt's

OK","499356104594583552","New job/Promotion"
"Wow just got a promoted tweet from R******s Facts (DC throwball team) and threw up a little","499354832256253952","New job/Promotion"
"I love watching promoted minor leaguers get their first big league hit. @tigers pitcher Robbie Ray just got a single. All smiles.","499352059188355072","New job/Promotion"
"On the bright side finally got signed off n  been promoted at work","499351795505065984","New job/Promotion"
"Coworker is a dumbass so he finally got fired! And ye boy gets promoted to lead welder!😎 Muuuhahahahaha","499339267689435136","New job/Promotion"
"5sos got shit handed to them the biggest boyband promoted them to one of the biggest fanbases obviously they werent gonna flop","499337895980072960","New job/Promotion"
"I got good/bad news today :-( I'm not getting promoted cus the guy I got credit for beat his mom omg BUT IM COMING HOME FOR CHRISTMAS!!","499336033083740160","New job/Promotion"
"@LuisVee16 lol I already worked at a different target I just got transferred and promoted","499334288236482561","New job/Promotion"
"RT @FlossieTeacake: AND it's got a storming ending. Go, buy MT @nikeshshukla Promoted tweet: wrote book called Meatspace. Please buy it so …","499333594595491840","New job/Promotion"
"AND it's got a storming ending. Go, buy MT @nikeshshukla Promoted tweet: wrote book called Meatspace. Please buy it so I can afford nappies.","499332255828164608","New job/Promotion"
"RT @cath_back: Get ready to welcome new MOT cohort. Here's how students promoted OT last year! UBC's gOT Spirit 2013: http://t.co/pATRVRBUv…","499330841772687360","New job/Promotion"
"@katyperry giiiiiirl you probably just got him promoted. come into h&amp;m and talk me up. i meaaaan i'm wearing kp merch. its only fair.","499324849668386816","New job/Promotion"
"@HanniVroom [XD I got a promoted Tweet for Dodge today.]","499324557543882753","New job/Promotion"
"@Got_Em_Salty Peewee Longway w/ Young Thug in @MONEYSTACKZZRME [New Music Video] - 36 http://t.co/nqHhl3DfFe promoted via @getemtrav","499324525129912320","New job/Promotion"
"Get ready to welcome new MOT cohort. Here's how students promoted OT last year! UBC's gOT Spirit 2013: http://t.co/pATRVRBUvN via @YouTube","499324263367573504","New job/Promotion"
"@SynergyRedux yes I agree but at the time I wished him well.. he got us promoted. Would love him back now don't care how crap he is.","499320984001073152","New job/Promotion"
"I got this promoted tweet where you insert your face in a painting on a white guy... Come on @PlayStation ffs http://t.co/xJAIopaNmk","499320971451707392","New job/Promotion"
"Got a new job starting tomorrow meaning I gotta quit my current job tomorrow where I was promoted yesterday","499319576870789120","New job/Promotion"
"#tytlive @JayarJackson They did it because the PR wing/outside firm convinced them it was a good idea and got paid/promoted as a result.","499319390731788291","New job/Promotion"
"I get called into my boss office &amp; I was like why are you bothering me...... &amp; I got  promoted!!!!","499318646754525184","New job/Promotion"
"RT @MickyJSafc: reckon Middlesbrough have got a decent chance of getting promoted this year, signing some canny players.","499318206897872897","New job/Promotion"
"RT @_manga_z: UPopile lowo poi ""@LWA10ZEN: She got 'promoted' from being a Side to a Main Chick because She did everything right""","499318060143362050","New job/Promotion"
"UPopile lowo poi ""@LWA10ZEN: She got 'promoted' from being a Side to a Main Chick because She did everything right""","499317694001590273","New job/Promotion"
"She got 'promoted' from being a Side to a Main Chick because She did everything right","499317548094345217","New job/Promotion"
"So sweet. I see someone sees my worth. I see you too boo. A nigga just got Laid off and you might just get promoted http://t.co/RRly2UUjmj","499317189460361216","New job/Promotion"
"@EASPORTSFIFUK naa it's fine just wanted to know why it kept happening I got
Promoted to div 1 in the end so no drama","499316701629259777","New job/Promotion"
"RT @arianathirls: I feel like album 3 will do amazing IF FUCKING MANAGEMENT GOT THEIR SHIT TOGETHER AND PROMOTED THE GIRLS PROPERLY AND HOW…","499316395738677248","New job/Promotion"
"reckon Middlesbrough have got a decent chance of getting promoted this year, signing some canny players.","499313457045716993","New job/Promotion"
"Me when I got told I was getting promoted http://t.co/z6RviOjVtw","499311578769289216","New job/Promotion"
"@NorwichScott i got 3/1 on us to b promoted at betfred and 10/1 on us to win league but that was b4 sundays result","499311541586763776","New job/Promotion"
"Sounds like being promoted to ""Official Opposition"" went to the #NDP 's heads. They got greedy with the budget. IMO #pnpcbc #cdnpoli","499311219497771010","New job/Promotion"
"@DigiTourStreetT @CaiileyDanielle you got this girl you promoted the best you could cuz &amp; you still have the MKTO concert friday #believe 😊","499306713758310401","New job/Promotion"
"@JimSterling well, @mediamolecule promoted it slightly today. They've got the love for the Vita :)","499305500786556928","New job/Promotion"
"#cafc got me all excited now. This is only going to end one way... Tears... OF JOY WHEN WE GET PROMOTED #nailedon","499305460819050496","New job/Promotion"
"@callis1987 @crystal_tips Not in the grand scheme of things it doesn't. I'd rather we get promoted than say we got through the cup.","499304389442797568","New job/Promotion"
"@davidwheldrake nope. Roy Keane got us promoted 2006/07. Martin O'Neill was sacked as well.","499303178719199233","New job/Promotion"
"@newrelic tired of seeing your free T-shirt promoted Tweet... Especially since I didn't got one!","499302929699192833","New job/Promotion"
"@WagersAlex Gateshead smashing it, got them on to be promoted too","499301623295135744","New job/Promotion"
"@Intel_Aura idk how the F* she got 1 &amp; Y they even promoted it","499294997569880064","New job/Promotion"
"Not one of the guys that got @BurnhamRamFC promoted from essex senior league in starting 11. #burnhammemories","499293457874448384","New job/Promotion"
"@LawaLaura That's ok, its the Mickey Mouse cup anyway... I've actually got Watford in my accumulator to get promoted this season! :)","499282846398550016","New job/Promotion"
"RT @SpeedReads: Read the great idea that got a'Game of Thrones' production assistant promoted to staff writer: http://t.co/P43ASyX62b http:…","499282079314903041","New job/Promotion"
"Read the great idea that got a'Game of Thrones' production assistant promoted to staff writer: http://t.co/P43ASyX62b http://t.co/LP5Hk5h0Sx","499281672513142785","New job/Promotion"
"@EASPORTSFIFA I'm in division 2 it says I've won the tittle and got no coins and haven't been promoted could you please fix this?","499280115248168960","New job/Promotion"
"Just got a promoted tweet for nuclear energy. Because it's safe and doesn't emit CO2. #hellno","499277235539283969","New job/Promotion"
"got a meeting with our VP of Digital in 15 mins......hopefully im gettin promoted lol","499272868396793856","New job/Promotion"
"When we promoted together, there was a time when he got dehydrated,","499269078671171584","New job/Promotion"
"I got offered a full time camp job for next summer after being promoted I'm so happy","499266743626264576","New job/Promotion"
"@_Channyyy he got ""promoted""","499264226846715904","New job/Promotion"
"Wow, #LetsBeCops, I know you premiere tomorrow, but that's SOME awkward timing you've got for your promoted tweet. #fail","499261644292116481","New job/Promotion"
"we've almost got 0 news coverage since we were promoted. QPR and Burnley have had far more and the little we've had has been negative. sigh.","499255474282573824","New job/Promotion"
"Police kill more citizen than serial killer and promoted to the sargent and go out kill some more this got to stop pracution","499242006690816001","New job/Promotion"
"How awesome is it that I just got a promoted tweet for weed! Shoutout to @easybutterco but I prefer the buds ;)","499239189045456896","New job/Promotion"
"@DareToBesic 
I got Fulham promoted to the PL on Football Manager yesterday. I got  the job in January after Magath was sacked.","499238531957813248","New job/Promotion"
"Probably the closest season on fifa I have ever played. Got Derby promoted from being mid table at Xmas #close #gd http://t.co/UUgrZCPfZT","499221160517971968","New job/Promotion"
"@got_maile @sport24 @WhiteNoise1879 yup! Stafylidis is a good player and is only 20. Hopefully u guys gets promoted and u buy him","499208627291701248","New job/Promotion"
"@will_jkm 3. Well 4 now. It's the furthest I've got but I'll try and push on. Been promoted each season, relegation a reality check.","499199779688443905","New job/Promotion"
"Just got reading promoted back to the premier league and need experienced players to survive, anyone got any suggestions?","499198756307619841","New job/Promotion"
"Lol u will soon be promoted ""@lordEvci: Just got bk from onikan police station... My job description be broadening by the day tho 😪😪😪""","499196093046226944","New job/Promotion"
"RT @Wawawiwa8: @bugrail @StanleyCohenLaw @soektsa Obama was never an obstacle he got funded and promoted by Zionist from the beginning.","499194046284595200","New job/Promotion"
"It got old really fast. And I don't understand why viners are being promoted to ""celebrity"" status. They don't do anything note-worthy.","499188161462161408","New job/Promotion"
"@HaHaHood @KingNoely this faggot played with @PeterLaTweeter and got us relegated. I'm not playing til they get promoted back.","499188132626313217","New job/Promotion"
"@RedNBlueArmy1 big ships got us promoted in 2004!
And thats your lot!","499184205981835265","New job/Promotion"
"@BBCSport dean windlass because he got hull city promoted with a wonder strike for their first ever season in the BPL #myhometownhero","499178389312663552","New job/Promotion"
"i bet whoever came up with the""blood, it's in you to give"" slogan got really promoted/laid","499173386212638720","New job/Promotion"
"@bugrail @StanleyCohenLaw @soektsa Obama was never an obstacle he got funded and promoted by Zionist from the beginning.","499159844562427904","New job/Promotion"
"@Eevee_Queen well im sure itll get a pokecen plush, a lot of the megas so far got one and audino was heavily promoted during last gen","499149488200896512","New job/Promotion"
"@Rachel_Lynchx @scotzine the guys got them promoted if anything he should get an increase. Superb manager.","499148748896096256","New job/Promotion"
"RT @JustWhatIAm__: Alyssa and I just got ""promoted"" to section leaders for this side😶😐","499142748851560448","New job/Promotion"
"""Replace Louis with Luke""

Without Louis, 5SOS wouldn't even got their fame.

WTF?!? Louis was the one who promoted them","499137711047860224","New job/Promotion"
"@JoshIlan_BFC well he's got technical ability that far surpasses that division, loved him at Orient. Hope you lot get promoted this year.","499134740658929664","New job/Promotion"
"@Gingerted1 Same here I earn a lot as I got skilled up &amp; promoted. But for what?!?!","499130792950636545","New job/Promotion"
"RT @TheFameMister: Applause/Do What U Want (Venus) was set out so well. Obviously as Gaga got rid of Troy GUY was not promoted as they didn…","499128951097528320","New job/Promotion"
"Promoted tweet: are you ready for clearing?
CAN YOU NOT I GOT MY GRADES IM READY TO GO","499126130415525888","New job/Promotion"
"@mickfinney I know. Don't think it was promoted too well. Got offered to us pretty last moment.","499122823487434752","New job/Promotion"
"RT @turninglouis: And before I'm getting shit for this: yes the boys got a little help in the beginning but 5sos are being promoted ALL THE…","499121443490521088","New job/Promotion"
"@richie_wall @AdumMorgan His managerial record is pretty awesome then. Started Swansea off, got you guys and us promoted from League One.","499120093063036928","New job/Promotion"
"And before I'm getting shit for this: yes the boys got a little help in the beginning but 5sos are being promoted ALL THE TIME","499114843786735616","New job/Promotion"
"i just got written up and promoted at the same time , idk how to feel about that .","499086789471404032","New job/Promotion"
"Im STILL tryna figure out how this nigga @ChiefKeef got on ""Yeezus"" album &amp; @IAMSU didnt get on his track that was promoted","499084174678958081","New job/Promotion"
"I've already got a eulogizing Robin Williams promoted tweet in my tl from some scammy product with 2 followers","499080945757356033","New job/Promotion"
"Just got a promoted tweet from Chick-fil-A. Yeah, I don't think so. Screw them.","499061289063174145","New job/Promotion"
"RT @elementbam42: best gf ever just promoted today and got to spend the day with her http://t.co/qaFDYNT4PB","499056615027666945","New job/Promotion"
"I barely promoted in 8th grade lol 😅 but still got athlete of the year 😎😂","499051139233759232","New job/Promotion"
"@mikeratcliffe_ we had a religion that promoted environmentalism and social equality for all... all based on a banana.
Got to love civ 5","499046959513358336","New job/Promotion"
"Someone got sacked and now I've been promoted aha today is amazing and it's only just turned 12!!!","499043466983116800","New job/Promotion"
"@JCecil35 and your right...Ben had allegations and got demoted. This guy got convicted and is a RSO! And gets promoted to captain","499041947215204352","New job/Promotion"
"RT @dr_rajpurohit: 1/n Whether Cong has promoted #Thankless people? Sri #NatwarSingh got everything from Cong but at the end he abused Cong…","499028492915179520","New job/Promotion"
"I just got confirmation I'm being promoted to Lead Inventory Specialist. So excited 😱","499017619672821760","New job/Promotion"
"Got rehired and promoted all in one phone call today!! Looks like I found my second job!","499016357577359361","New job/Promotion"
"@RandoHandos @Ted_Dennis25 we got us promoted though","499013983819825152","New job/Promotion"
"1/n Whether Cong has promoted #Thankless people? Sri #NatwarSingh got everything from Cong but at the end he abused Congress! @digvijaya_28","499009984479244288","New job/Promotion"
"@Git_Rome I already got him promoted to b3 today","499002592534753280","New job/Promotion"
"RT @PhilaBCoulter: @KyleEwald1 By going there for 4 years. Barely promoted them in interviews, ran up production costs, got his friends in …","499001462257876992","New job/Promotion"
