"My amazing mother just got promoted to manager in the heart center department. I am blessed so blessed. ?? #GodIsGood",promotion
"Finally got my name tag with my promoted job title on it!",promotion
"and after four months of training, today is the dayyy. finally promoted!! so happy i have no words ???? thank you krus for all the help and guidance ??",promotion
"Last shift at Rubios, can't wait to come back over Christmas in my new position ?? #promoted ??",promotion
"so, 1 week tomorrow i leave the co-op after nearly 2 years, then 2 weeks tomorrow i start my new job at Land Rover! #excited #awesome","new job"
"I start a new job tomorrow! Nervous but excited! Didn't feel real until I just confirmed what time I should arrive so now u know internet","new job"
"First day at the new job and I am so excited ?","new job"
"So excited for my new job today!! ??????","new job"
"I have a new job. Very excited to be a reporter at National Review!","new job"
"1st day at my new office. New life, new job, and new year. My head is about to explode.","new job"
"My 1st day at my new job -_- ugh I'm so tired like frfr !","new job"
"1st day on the new job ??????","new job"
"Today was my first day @zsllondonzoo as the new Arts & Culture Coordinator. What a great job! I'm stoked! #rad","new job"
"First official day with my new job! #stoked","new job"
"My new job requires me to travel. So today  I got approved for my visa. N¨®s para o Brasil!","new job"
"It's official.. we are finally all moved into the new house & blessed to have pool view! ?? #theRetreatUCF #TooExcited","new home purchase"
"We had our first home cooked family dinner at the new house today.. We are undeservedly blessed. God is good??","new home purchase"
"The world lost a wonderful man this morning. RIP Grandpa. You will be missed.","death of family member"
"Heaven has gained the biggest Chicago Bears fan tonight. R.I.P Grandpa you were an inspiration and you will be missed #gobears","death of family member"
"Heaven gained another beautiful angel last night. ?? rip grandma love you all the time ??????","death of family member"
"RIP uncle Jim, promise me to take good care of grandma up there. Love you forever.","death of family member"
"RIP Grandma Angie?? Truly a beautiful woman inside &out, Love & prayers to the strongest &most caring family I know??","death of family member"
"rip to my ""twin"" love you forever grandma ??","death of family member"
"RIP Grandma, heaven just got another angel I know you'll always look after me, I'll make you proud. T¨¢ gr¨¢ agam duit","death of family member"
"It's going to be a good day guys!! My third trimester is here!! Let the countdown begin till we get to meet our bundle of joy!!","new child"
"I get my new car tomorrow I am pretty stoked. Woohooooo #workedhardforit","major purchase - new car"
"@carlfox79 Having the best time in London seeing the sights and drinking champagne with my new FIANC?! #engaged",engagement
"I still can't believe I'm ENGAGED to such an amazing man! Thanks to everyone who has encouraged and prayed for John and I over the past few months. I can't wait to see where God leads us!??",engagement
"So this happened tonight.! Can't believe I'm engaged to the most amazing man in the world! ??????",engagement
"A year ago today I got engaged and in exactly two months I'm getting married ?? #itsthehallwedding",marriage
"I'm getting married today! That's probably tweetworthy. #HappilyEverJackson",marriage
"Ummmm just a small thing - I'M GETTING MARRIED TODAY yiipppppppeeeeeee!",marriage
"Wow. In two days I'm getting married to an amazing, beautiful woman. It still hasn't sunk in but I am the luckiest guy on the planet.",marriage
"Getting married today to an AMAZING woman! #GodIsGood",marriage
"Officially hitched ???????????? #married",marriage
"Officially married!!",marriage
"My beautiful wife just gave birth to my lovely daughter Kaylie.","new child"
"Some sleepless night ahead but not because of stargazing instead my wife just gave birth to a beautiful girl!!","new child"
"Just bought a new car!:)) cassandwich11 @ Team Nissan Vineland","major purchase - new car"
"So my 86 year old grandpa just bought a new car","major purchase - new car"
"About to get my new car Friday ?? you have no idea how excited I am","major purchase - new car"
"The Lord is awesome! I love my new car! From Land Rover to BMW, the ultimate driving machine! #Excited","major purchase - new car"
"Welcome home ?????? #newcar","major purchase - new car"
"Everyone say hello to Kiera the Ka!! #newcar","major purchase - new car"
"Great way to start off the school year ???? #newcar #altima","major purchase - new car"
"Bae was looking good today???? #NewCar","major purchase - new car"
"Registering to walk for graduation!!! I've finally made it to this final point!!! Can't wait to get my cap and gown!!! ?????????????? #WeMadeIt","completion of education"
"At my last USF graduation! Finally!!! @ItsReallyNtHard hurry up and walk across this stage. It's time to eat ??","completion of education"
"It's finally graduation day! I'm about to be a proud 2x UND alum! @UND_Alumni  #masters","completion of education"
"I FINALLY Graduated from School!!! Massage Therapy, Here I Go!!!","completion of education"
"I graduated from undergrad almost 2 years ago and today I can finally say I moved everything out from school.. It's bittersweet¡­","completion of education"
"Well I guess it's official, I'm a graduate! Not what I'd hoped but still proud of what I've achieved! ??????","completion of education"
"mom and i opening the door to our new house ????","new home purchase"
"One month until we get the keys to our new house in Bellingham! Could not be more excited","new home purchase"
"I absolutely love our new house, car, & our million dollar community & I can finally call San Jose my new home.","new home purchase"
"I've been working here for less than 3 months and just got promoted to supervisor. Work Hard, Play Harder.",promotion
"no sleep last night, an afternoon heavily laced with persistent nausea, but hey. it's okay. because i got promoted today :)",promotion
"Boyfriend popped the quesion tonight! After 5 and a half years we're finally engaged!",engagement
"WE'RE ENGAGED!!!!!! SO excited to marry this amazing man!!! I'm going to be Mrs. William Hunt!!!¡­",engagement
"Can't believe I'm engaged! Happy, love my fianc¨¦ ????????",engagement
"She said YES! I would like you to meet my fianc¨¦ @renaehallinan! ????",engagement
"My Fianc¨¦ & I??. Really Can't Wait To Meet Our Lil' Boy??!","new child"
"We're engaged!!! ?????? My heart is so happy, and I cannot wait to marry the man of my dreams. He did an amazing job, and it could not have been more perfect Thank you to everyone that celebrated with us. I'm so happy that all of our family and friends were able to be apart of the special day. Also, thank you to everyone who helped get it all together. I love you, Tim!! ??",engagement
"Not sure if I'm ready for the world to know, but Twitter is Im engaged ! ???? to the man of my dreams",engagement
"I'm so lucky to be able to spend eternity with the man of my dreams ????? #ENGAGED",engagement
"Engaged to the man of my dreams! God is so good!!!",engagement
"it's official with my parents divorce??",divorce
"My parents divorce is final today. Weird feeling",divorce
"It's official, my parents are divorced. I don't even know how to feel right now.??",divorce
"Bought a new house and hubby's finishing the laundry room.","new home purchase"
"I'm engaged! Yeahhhhhhh! @MrJCabral #engaged #gettingmarried #reallife #dreamring",engagement
"8 months till I marry this man! ?? #wedding #gettingmarried #bridetobe #cantwait #love #countdown",marriage
"Well my wedding speech is nearly completed and the final suit fitting went well today. One week from tomorrow until the big day.",marriage
"?? Finally!!! ?? #wedding #weddingday #myweddingday",marriage
"3 Weeks today it will be the morning of my wedding day OMG!!! ??",marriage
"Ready to meet our new bundle of joy..11 more days until we find out if it's Journee Lazaria or Jordan Lanard","new child"
"Seriously cannot wait to have my baby girl. I feel like I've been pregnant forever. 31 weeks today though! 8 months on Monday.?? #soclose","new child"
"Engaged to my best friend, Mrs. Williams to be ??",engagement
"I'm officially engaged to my best friend! @KW0ww13",engagement
"Words can't explain how happy I am right now!!! He liked it so he put a ring on it ???? #engaged",engagement
"My beautiful sister is getting married tomorrow... Holy shit it's finally hitting me",marriage
"@MatthieuLa Do you know in 1 week's time today we will be married???  HUH??? #loveyou #gettingmarried #wedding",marriage
"Today is the day of my graduation. Happy day!","completion of education"
"Today is graduation day for my little brother @DtreOliver12 and I am SOOOOOO proud ?????????? he's also #NCCU18 ????????","completion of education"
"Today is graduation and also my last day in Rochester. I will miss this place, but even more the people that made my exchange year special","completion of education"
"It's my graduation day today! 5 years at @ItaliaContiuk I missed you all more than ever today. Sorry I couldn't be there. IVE GRADUATED!! ??","completion of education"
"He asked, I'm incredibly lucky to engaged to the love of my life!! Words cannot describe how amazing he is @erdman56",engagement
"Just got engaged to the love of my life",engagement
"Well, it is official, we are engaged! I love you happe_dave can't wait to spend the rest of my life…",engagement
"So happy to be #engaged to the love of my life, Beth Saxsma!!",engagement
"The love of my life just asked me to marry him. It's been an emotional day. #engaged #Fiancé #yes…",engagement
"I can't believe I'll be getting engaged to the love of my life in one day ??????????????????",engagement
"I just got engaged to the love of my life & I'm still crying. #DigiFestNYC #digiproposal @TheDigiTour @OnAirWithRyan",engagement
"Thank you for the amazing love and congrats from everyone. I am so blessed and excited to be engaged to the love of my life @IamJakeBarker",engagement
"This is real life ?? I'm engaged to the love of my life and best friend! In  @WaltDisneyWorld! @BRMtheThird",engagement
"Well y'all, I officially get to marry the love of my life!!!!!!!!!! I am engaged to my best friend @bfuente",engagement
"Forever and always!! Engaged to the love of my life! Can't wait to spend the rest of my life with @Faith_Robins!",engagement
"Got engaged to love of my life today @MiaMalkova to say i am happiest man in world right now is understatement!!!!",engagement
"Engaged to the love of my life!!!! Excited to start this new chapter in our lives!!!!",engagement
"She said YES!! So happy to be engaged to the love of my life!",engagement
"Got married today. Yep. ??",marriage
"20 years ago TODAY, Marlene & I got married! Happy Anniversary to the most loving & understanding wife on earth I??U!",marriage
"8 yrs ago I married my best friend. #anniversary #bestfriend #love #marriage",marriage
"I can't believe I'm getting married to the love of my life!",marriage
"I can't believe that in a little over 4 months I'm getting married<3 This year is flying by, and soon I will be Mrs. Toma! #December6th2014",marriage
"Still can't believe I'm married to my beautiful wife",marriage
"Can't believe I'm getting married today ??????????????",marriage
"Can't believe I'm married to this beautiful woman!",marriage
"Can't believe I'm gettin married in 14 months :)",marriage
"Celebrating 34 fantastic years of marriage with my beautiful bride at Kobe Japanese Steakhouse!! #blessed",marriage
"Very blessed to be celebrating 22 years of marriage today.  God sent me an Angel.  #lovemywife",marriage
"Today we celebrate our 26 year anniversary. God has been faithful throughout our entire marriage. I am blessed to...",marriage
"14 years ago today I married my best friend, so lucky to still be best friends and have a blessed marriage.  ?? JB",marriage
"I'm blessed to be celebrating 24 years of marriage today with my beautiful wife @jenn_barnard #blessed #loveher",marriage
"Me and my love - taking time out to rediscover that sweet spot. #Bimininights #happily married",marriage
#JustMarried,marriage
"#justmarried here is my bride w her pops",marriage
"We did it!!! #DanielleAndRandall #JustMarried",marriage
"3rd Month of #Marriage ???? was becoming a beautiful thing seeing Mrs Appiah as calls and texts ????",marriage
"Well I'm engaged ?? @DuaneSommers",engagement
"I'm so lucky to be able to spend eternity with the man of my dreams ????? #ENGAGED",engagement
"It's official! I'm engaged!!! @dwrobbi",engagement
"Pleased to finally announced that I'm engaged and couldn't be any happier!",engagement
"Best night of my life! I'm engaged!",engagement
"Happily an engaged man! #butterflies #shesaidyes",engagement
"happily engaged. beyond in love ??",engagement
"So happy to be engaged to the love of my life @Fastand_FURYous. i love you to the moon butterbutt #soulmate #hornyforthehoneymoon",engagement
"MY SISTER IS GETTING MARRIED TODAY!!!!!!!! ??????",marriage
"By this time next week, my bro will be a married man and I will be having the time of my life with my love ones. I so freaking love them.",marriage
"i can't wait to get married n spend the rest of my life with a man who thinks im the best woman in the world ??????????????",marriage
"Married to the love of my life!!! ""What god has yoked together let no man split apart"" ??????",marriage
"8 years ago today I married my best friend on north shore in Hawaii. She made me a better man and she is the love of my life.",marriage
"I love being married! It's amazing that I found the most amazing man to spend the rest of my life with at my age!",marriage
"Can't believe it's been two months since I married the man of my dreams. You make life so much more…",marriage
"Next week my sister will be marrying the man of her dreams, and ill be getting a brother!  Love you…",marriage
"In a year and 14 days I will be marrying the man of my dreams! Too excited to spend the rest of my life with @STRAIGHTGhetto_ ??????",marriage
"I can't not believe that in 50 days I will be standing in front of my closest friends and family marrying the man of my dreams!!",marriage
"Today this time next year I will be marrying the Man of my dreams- 365 days…",marriage
"Happy to say the I am engaged to my bestfriend ????",engagement
"I liked it so I put a ring on it , engaged to my best friend and I'm so beyond stoked ??",engagement
"I'm still in shock that I am engaged to my best friend ??????",engagement
"I GET MARRIED IN 17 DAYS!! These 352 days of being engaged have been great and all, but I'm more than ready to marry my best friend ??????",marriage
"Im lucky to be engaged to my best friend, my love, and now my fiance. We have been through so much and…",engagement
"So lucky to be engaged to my best friend and one true love. She's the best and made me the happiest guy ever tonight.",engagement
"Incredibly happy&excited that me&James are engaged!!! ?????? I cant stop smiling&I cant wait to marry my best friend ??",engagement
"Officially engaged to my best friend ??",engagement
"Best day of my life! #married #wife",marriage
"Amazing day yesterday. Married the love of my life and had a few scoops with my best friends and family. Thank you everyone. Truely humbled.",marriage
"Got married yesterday. It was the best day of my life x",marriage
"Can't believe I married the girl of my dreams @Beca23 yesterday. Best day of my life!! #weddingselfie",marriage
"Married my best friend 6 yrs ago 2day. Best day of my life! Celebrating #love #laughter 2nt! Joyeux anniversaire AG!",marriage
"happiest girl alive #ImEngaged love my @thomasstalker1 so much thank you ?? xxx",engagement
"I said yes!!! #Imengaged",engagement
"CAN THIS WEEK GET ANYMORE EXCITING?! ???? #imengaged #ahhhh",engagement
"Because I forgot to tell twitter... #ImEngaged #wooooo ?????????",engagement
"Most exciting day ever!!! #ImEngaged #LoveMyFiance ????????????",engagement
"So yesterday this happened. Biggest and best surprise of my life #imengaged",engagement
"12 years ago today, I'm so thankful for my beautiful wife.  #happilymarried",marriage
"Working hard to bless @cailey_dumler for when she comes home from work today. I am one lucky man. #HappilyMarried",marriage
"Yesterday I married the man of my dreams in front of the people I love most. I am the luckiest lady in the world! ?? #tyleenwedding #FaithFamilyFriends",marriage
"I feel so lucky and blessed to have married the man of my dreams one year ago today...I love u @ottdawg1 ????",marriage
"It's crazy that I'm getting married to the man of my dreams #blessed",marriage
"Married to the man of my dreams.",marriage
"Getting married in 84-94 days... To the man of my dreams. ?????? I'll be a King. @TreyKing94",marriage
"Married my soulmate yesterday - am truly blessed !!",marriage
"One year ago today my amazing husband proposed!! So thankful and blessed to be married to the man God intricately…",marriage
"What a weekend?!?! I married my best friend, had friends and family come in from far & wide to help celebrate, Just a great time! #blessed",marriage
"Happy 5 year anniversary to the best wife & mom on the planet! I'm blessed to have married my best friend.",marriage
"Today I feel incredibly blessed, and incredibly happy..?????? #lexus #engaged…",engagement
"Well, I can finally say that I'm getting married in less than a week's time... Arghhhh!! #ExcitedButNervous",marriage
"Well it's official. I have my wedding dress in the car with me. ??  It's finally starting to kick in that I'm getting married in 10 months??",marriage
"All my hype for the love of my life is cos I've been engaged to him. I'm hooked for the rest of my life. No Regrets pls #TheLoveAffair",engagement
"Knowing I am engaged to marry the love of my life, definitely makes me one lucky girl.",engagement
"I am engaged to the love of my life! @alexrainwater ????",engagement
"Finally engaged to my best friend and the love of my life!! ashrenee5",engagement
"I lost my girlfriend and gained a fiancée. I am proud to announce I'm engaged to the love of my life.…",engagement
"I'm the happiest guy on earth. I'm engaged to the love of my life!",engagement
"Waited til now to announce. Just got engaged to the love of my life. She is everything a man needs.",engagement
"Been engaged to the love of my life for 6 months todayyy. Time flies and I can't wait to marry that man ????",engagement
"So happy to be engaged to the love of my life @Fastand_FURYous. i love you to the moon butterbutt #soulmate #hornyforthehoneymoon",engagement
"I said YES!! Paul & I are happy to announce we are finally engaged @rayburn10 ????????",engagement
"Finally engaged to my best friend and the love of my life!! ashrenee5",engagement
"I still can't believe I'm Engaged.! Not to mention, to the best man I've ever known (besides my daddy) ... ?",engagement
"Can't believe I'm finally engaged to the love of my life????",engagement
"Still obsessed with it!! #engaged #imgettingmarried #ilovejonathan #futuremrsrice #engagementring #diamondring #forever #love",engagement
"After hiking through the most beautiful forest, he asked me to be his wife. #ENGAGED #RoadTrip",engagement
"And this happened? #engaged @FaZeApathy",engagement
"I still can't believe I'm getting married! Having my wedding in my home state is amazing also! #Cali #Wedding #MySoulMate #YesLawd #Fiancé",engagement
"Its really crazy how it started with a follow on twitter and now I'm married to the love of my life ? @Moustafa_Mahdi",marriage
"2 years ago today I married the love of my life. Thank you @adamkovic for every moment & many more to come ????",marriage
"coming home to my handsome husband. @Jay_Arroyo >> ???? #MarriedLife",marriage
"Thank you for sharing this day with us #fantasticfacianes #married #mywedding",marriage
"I can't believe you married me.im the luckiest man alive @mikaelsonangel",marriage
"We said yes! ?? #FinallyMarried #CurvEnvyWeds r/p from @bronzed_beautyy #plussizebride…",marriage
"1985 was a great year. The Kings moved to Sac, and I married the love of my life! 8-3-85-4Ever! ??Happy Anniversary!??",marriage
"A year ago I married my best friend. Its been the best year of my life.  @danedehaan I love you to the moon & back.",marriage
"Two years ago my sweet daughter married her best friend. Much love to  @ashleyapplepie and @andrewjlee. #truelove",marriage
"What a weekend?!?! I married my best friend, had friends and family come in from far & wide to help celebrate, Just a great time! #blessed",marriage
"stageofposesion We are now husband and wife! ?",marriage
"Who would of thought 5 years ago I met the man of my dreams, from one handshake....and now we are Husband & Wife ??????",marriage
"It's official, we are finally married, I feel like the luckiest man on earth!",marriage
"It's official! We are getting married lol just found our venue ???????? @jiminicricketjr you're stuck with me !",marriage
"Cooked a delicious dinner, opened a bottle of wine and now we're watching a movie. It's official, @k_drisk and I are married ??",marriage
"Guys it's official, we are married!! @emmagalles",marriage
"#tbt to four sweet years ago?? I was so excited to be married lol",marriage
"My dress for my wedding! So excited to finally be married to @urfaveyoungnun !<3",marriage
"Day 1: so excited to be married and headed to Vegas for our honeymoon!!! I am so happy to be Mrs. MARTINEZ #100happydays",marriage
"I can't believe I'm getting married in a little over a month! ?????????? #jamesonatlast #92714",marriage
"Woo I can't believe I'm getting married next summer! It's so unreal I can't wait to be his Mrs. ??",marriage
"I'm getting married to my best friend!!!!!!! ????? Is this real life? xoxo",marriage
"We've been engaged for 10 months today ?? can't wait until he comes home so we can finally get married.",marriage
"Thank you so much to my now fiancé @AWRussell on making our engagement  perfect today #happy #engaged",engagement
"she didn't say no! engaged to my best friend!",engagement
"Best day ever!!!",engagement
"I still can't believe I'm ENGAGED to such an amazing man! Thanks to everyone who has encouraged and prayed for John and I over the past few months. I can't wait to see where God leads us!??",engagement
"Today I began another amazing step in my life. I got engaged to the love of my life. I'm so happy to call her mine for the rest of my life!",engagement
"I loved it. So I put a ring on it. #engaged to  @FearlessFig",engagement
"She said yes!!!!!! #engaged #soexcited",engagement
"Thank you so much to my now fiancé @AWRussell on making our engagement  perfect today #happy #engaged",engagement
"Hey, this happened this weekend. #engaged",engagement
"Im Getting Married To The Man Of My Dreams & Father Of My Lil Heavenly !? Thats Mrs.Paltrineri",marriage
"Today I'm getting married to the man of my dreams. Pretttty excited about that :) I love you forever, baby!",marriage
"This feels unreal. I'm getting married to the man of my dreams. Dreams do come true. So blessed! ??????",marriage
"I cant believe im getting married in less than a year! ?? so ready to marry my best friend & then be Angel Davis ??????????",marriage
"I've known my best friend for 5 years and tomorrow I get to call him my husband!  ?? @SheddenTheCOB #gettingmarried #loveofmylife",marriage
"Eyelash extensions tomorrow, pick up wedding dress and heading to Calgary!! The big day is almost here! #bridetobe #gettingmarried",marriage
"Could not be happier! #engaged to my best friend. #gettingmarried # ring #love #proposal #bigchute #romantic",marriage
"Getting married in just almost 2 days to my best friend. Crazy to think, we've come so far. I love you @Taallday",marriage
"Finally under 300 days!!! @theknot @itsrobbielite #wedding #gettingmarried",marriage
"I've officially been engaged for one week! It's still settling in. I keep staring at my ring. So in love! So happy! #Blessed #GettingMarried",marriage
"3 more weeks. Please hurry ???? #graduation","completion of education"
"Officially finished my bachelor's. Yup, crying. #graduation #october10","completion of education"
"I did it #GRADUATION ??","completion of education"
"Everyone's talking about the first day of school and I'm just ready for May 15th #graduation","completion of education"
"Graduation next week. Cant believe i completed studied and my internship. The day is finally here, time fuckin flies","completion of education"
"Graduation day is finally here!!!! @dmuleicester has been the best 3 years of my life!! ??","completion of education"
"Finished my final class at Oregon State today! Officially graduated!! ??????","completion of education"
"I should get my final grades tomorrow then Saturday I will be officially graduated!!!! ????????????????","completion of education"
"First day at my new job tomorrow ??","new job"
"Starting my new job tomorrow then starting school shortly after. So much to look forward to??","new job"
"New job starts tomorrow. Excited but nervous!????????","new job"
"Orientation for my new job tomorrow. To say I'm nervous is a HUGE understatement.","new job"
"I start a new job tomorrow, and my amazing wife @rockitdeb got me a little first day prezzie.","new job"
"Starting new job tomorrow, early night for me. Going to walk in tomorrow morning singing Ole Ole Ole Ole Kike Kike ??","new job"
"Starting a new job tomorrow! It's all for the students ????","new job"
"I got promoted at work today, and I didn't even apply for it. I feel awesome right now.",promotion
"Officially promoted to a Team Leader at Jamba ????",promotion
"I'm so glad I won't be working nights anymore, hello AM shifts. #promoted #thankyougod ??",promotion
"Yaaaayyyy I'm Merrick Park's new Kidswear Asst. Manager ?? #promoted #wutwut",promotion
"Rest in peace Grandma???? you will always be in my heart…","death of family member"
"Rest in peace great grandma.. you are in a better place now","death of family member"
"Rest in Perfection Grandma Chacon???? you will be missed immensely ????","death of family member"
"You were the best grandma anyone could ask for i will never forget you. You will be missed rest in peace grandma??ily","death of family member"
"Rest in peace to my grandma though, such a strong lady making it to 95. You will be missed.","death of family member"
"My heart is literally breaking. You will be greatly missed grandma. ??","death of family member"
"The nicest man I ever knew lost his life today. So glad you were a part of my life. Love you Grandpa. #RIP","death of family member"
"RIP grandpa. You were a great person, glad you're sleeping peacefully ??","death of family member"
"Why did you leave us ???? Rip Grandpa we love & miss you so much ???? 8-11-14 ??","death of family member"
"RIP Grandpa. I know you're in a better place. Te amo Papi ????","death of family member"
"Made my first big girl move today, and bought a new car. Highlight of the day? Ringing the bell before I left. ????","major purchase - new car"
"Bought a new car. Call me Burt reynolds","major purchase - new car"
"My new car???? Subaru outback???????? can't really see but I'm excited so I don't care","major purchase - new car"
"New car!! So excited!! ;)","major purchase - new car"
"Im in my brand new car who wanna race ????????","major purchase - new car"
"I am the proud new owner of this beauty ???? #MercedesBenz #clcclass #sport #white #newcar #excited ????","major purchase - new car"
"7 hours till you're all mine! #NewCar","major purchase - new car"
"Hello hello ???? #newcar","major purchase - new car"
"S/o to my sissy for being such a hard worker ;) #NewCar","major purchase - new car"
"My new kitchen #newhouse","new home purchase"
"3 days! Can't wait! #newhouse","new home purchase"
"I can't believe I'm sitting in a salon right now with my sister that's getting married in 5 hours",marriage
"Can't believe I'm getting married to @emily7189 in 2 days time, going to be mental. Then on our first married day together we can watch #QPR",marriage
"I can't believe I'm getting married to the most beautiful woman I've ever laid my eyes on ????",marriage
"I can't believe my beautiful sister @CarleyAshton89x is getting married tomorrow, I'm so proud of you, I love you lots, congratulations ??????",marriage
"I can't believe I'm getting married to the love of my life!",marriage
"Thank you Lola, Linda and Katie @LoveCoutureMD I love my dress! ?????? #wedding #bridetobe",marriage
"Said yes to the dress today! #bridetobe can't wait for the wedding day!",marriage
"Honestly I'm so excited to get my new car in a month, it feels so good to save my own money that I worked hard for to buy my own car","major purchase - new car"
"Hard work pays off ???? #newwheels","major purchase - new car"
"Set off some candles on the lake last night- RIP uncle pat??","death of family member"
"Rest in Peace Grandpa, Nothings ever gonna be the same.","death of family member"
"Though I saw it coming it still hurts.. ??Rest in peace grandpa Doug. #BeFree","death of family member"
"You will forever be in my heart??rest in peace Grandpa??","death of family member"
"hardest day of my life.. rest in peace grandpa.. until we meet again old man i love u so much ???? always on my mind, forever in my heart","death of family member"
"I don't cry very often but I did today. Celebrate a new life in heaven. Rest in peace grandpa. We will miss you very much.","death of family member"
"came home to my new baby ?? so blessed ??????","major purchase - new car"
"Me and my homie @calumduncan88 enjoying our first meal in our new house #newhome","new home purchase"
"I am literally going to be living in my dream home ???? #newhome #newbeginnings","new home purchase"
"I don't think it'll take too long to get used to this place #newhome","new home purchase"
"My graduation day was so fun & loving with all my friends and family????","completion of education"
"Graduation day with my parents #greatday #lovethem","completion of education"
"Graduation day was a success, I finessed the system, crossed the stage, & made my loved ones proud! #fbf #ClassOf14","completion of education"
"Today is my last day of college..just one final in the way of graduation! It's finally happening!!!!??","completion of education"
"Graduation day selfie because... Well... Why not? :) #clemson #ididit #finally","completion of education"
"Graduation day selfie with @bryanhazard Thanks for the book and for all the guidance over the years! #wemadeit","completion of education"
"Last night my best friend asked me to spend my life with him. I obviously said yes. #Wife #Engaged #Beautiful #BestFriend",engagement
"This weekend was the most amazing weekend ever. John asked me to marry him and of course I said yes. #engaged",engagement
"My beautiful man and me got engaged ??????@terryadams94 he asked and I said yes!!! ??",engagement
"I said YES!! I'm engaged now to Paul after 4years it's a dream come true!! We are so excited but don't worry we are waiting a while and going to enjoy our engagement No reason to rush!!",engagement
"She said yes! Engaged! Love you baby!",engagement
"Airplane? Check! Baseball field? Check! Ring? Check! Engaged to the love off life? Check! #shesaidyes #iloveher",engagement
"She said yes! We're engaged!",engagement
"I asked Steph to marry me and she said yes!!! She's made me the happiest man alive. #engaged #venice",engagement
"It is now official!! We are Mr and Mrs Lara...Praise The Lord",marriage
"My parents honestly fight like children because of the divorce and try making me choose sides lol honestly done with that",divorce
"After seeing my parents go through a divorce and now one of my sisters go through it, I know when I get married, divorce isn't an option.",divorce
"It's been 14 years and my parents divorce still screws with me. If your parents are still in love, and have fun with each other, cherish it",divorce
"Robin Williams in Mrs. Doubtfire helped me understand divorce and understand that sometimes people, like my parents,were better off separate",divorce
"Promoted to a chef at work, after just 2 months!  #hardworkpaysoff",promotion
"I got promoted at work I'm so happy??",promotion
"Just got promoted, damn I'm so happy right now!! #ThankYou",promotion
"So happy I got promoted to supervisor ??",promotion
"I got the job. I have been promoted to management. No more working two jobs. No more 17 hour days. One job. I AM SO HAPPY RIGHT NOW!",promotion
"1st day @ new job. 1st day wearing red tie in 6.5 yrs. when in Rome, or Columbus, do as locals do.","new job"
"Headed to my 1st official day of work at my new job!","new job"
"Excited about starting my new job tonight as @randolphnelson's intern for @GroundedTtown. #stumin come join us!","new job"
"Excited to announce that I'll be starting a new job in the @dallasnews Editorial Department on Sept. 8:","new job"
"One week to go to meet our cute little baby boy, Ethan Daud ?","new child"
"Finally I did it.... Alhamdullah #Graduation #University #BA :D","completion of education"
"Passed my credit by exam and all 3 billion summer classes I took... With all A's . Graduation I'm coming for you !!! #4.0 #graduation ????","completion of education"
"And I'm about to walk... #graduation #4LongYears","completion of education"
"Thankyou for celebrating my #graduation ????","completion of education"
"On our way home from Tech graduation!! Way to go my Mac!!#graduation#naptime# roadtrip","completion of education"
"Just bought a new car!!! Picking it up tomorrow!!! ??????","major purchase - new car"
"Here it is! My new used car! :D (This is why I missed Mindcrap yesterday) ^_^","major purchase - new car"
"Having my hair trial today for my wedding ????. Can't wait to see how it turns out! #bridetobe #10daysout",marriage
"Thank you for all the wonderful wedding wishes! Today is the day of my life @cierraodom lets do this babe!!",marriage
"Today is the day that I get to marry my best friend and the woman I love more then anyone. Happy Wedding Day @ShaelynHenney #1000thtweet",marriage
"Today's treat #newcar #BMW","major purchase - new car"
"Well time to say goodbye to the Toyota and Hello to the new car I got! I learned my lesson and I'm going to take care of this one! #JeepCheroke","major purchase - new car"
"say hello to my new baby...a big girl car for my new big girl life lol #chevy #malibu ??????","major purchase - new car"
"Said goodbye to my truck so we could say hello to our new car. Big day for us.","major purchase - new car"
"Say hello to my new car ?? you can call him Lightning McQueen ??","major purchase - new car"
"About that time I bought a new car... Say hello to my new 2014 Nissan Sentra ?? #nofilter #whatabeaut","major purchase - new car"
"Say hello to my new car (name is still in the works)","major purchase - new car"
"CONGRATULATIONS to my twin sis @GemmaLouK who got engaged on Sunday ??????  Glad I can finally share the news!!",engagement
"Monday my very best friend asked me to marry him... Of course I said yes!!! I thank god every day for sending such a wonderful man my way. I'm so excited to have him by my side for the rest of my life. I'm truly blessed to have found a love like ours. ????",engagement
"On August 11, 2014 @townleysal asked me to marry him. He makes me so happy. I love him so much. I can't wait to start my life with him. #I'mEngaged",engagement
"Three weeks ago today my best friend asked me to marry him. I said yes",engagement
"July 13 2013 he asked me to go out with him. July 13 2014 he asked me to marry him. God is good and we're engaged! ???",engagement
"Ecstatic to announce that I got a new job today-paediatric diabetes specialist nurse! Woohoo! ????","new job"
"I GOT THE JOB!!!! So ecstatic I can finally say I am the new apprentice at Salon on Kirby. Aahhhh","new job"
"RIP Grandpa Hitch, you will be missed dearly. You always knew how to make us smile, love you????","death of family member"
"I love you grandpa and cannot wait to see you once again. You will be missed but never forgotten.","death of family member"
"It's starting to sink in that I graduated now..finally lol","completion of education"
"Finally graduated high school????","completion of education"
"Because it finally hit me that I graduated and don't have to go back to MCA tomorrow??","completion of education"
"Finally graduated. A year of blood, sweat, and tears later","completion of education"
"We're engaged!! So, so happy ?",engagement
"So excited I'm getting married Tuesday to the love of my life @MalachiAngel love ya baby",marriage
"Guys...I'm getting married tomorrow. To the love of my life. In the presence of our best friends & family. It can't get any better than this",marriage
